"BAAN NUMBER", "SAP NUMBER", "MATERIAL DESCRIPTION", "PURCHASE ORDER TEXT"
"420195","1203547","HOIST COFFING 1 TON  *","EC2016-3 COFFING  W23-S2"
"420196","1203548","1/2 TON HOIST COFFING","JLC1016-3 COFFING    W23-S2"
"523887","1203549","POWER SUPPLY","PART# 22242001      L1-S6"
"305099","1203550","LAMPS, AMBER (DAM23847A)","LED 120V LAMPS     M3-S7"
"416488","1203551","BUSHING 1610","28MM BORE        H2-S6"
"416489","1203552","BUSHING 2012","35MM BORE       H2-S6"
"523291","1203553","WHEEL FOR BLOWER ON FLUID BED","PART#KM-11-101-15-16-2  L5-S8"
"302541","1203554","CARD, 1756IF8 ANOLOG","INPUT-CURRENT                             T9-S1"
"523259","1203555","FLOW SWITCH FOR BOILER","PART#007142  L6-S1"
"308799","1203556","CONNECTOR SPLICE CRIMP TB54507","T&B 54507 2A WG BRN 2WAY COP CO    E3-S2"
"421189","1203557","PLUG BLACK PIPE SCHEDULE 40 3""","J2-S7"
"415493","1203558","EDM FILTER TBA-49105-01","W27"
"523286","1203559","SWITCH, P&F PROXIMITY","CJ 10-30GM-WS PART#037645      L6-S2"
"523287","1203560","PUMP/MOTOR, G&L SERIES SSH","#5SH2L52CO 2X2-1/2-6 IMPELLER:5-13/16 10HP    W4-B1"
"416388","1203561","BUSHING, 1615 1-1/8"" W/ KW","TAPERLOCK       H1-S2"
"521315","1203562","D29-115-160-97","THREADED PIECE       K9-S2"
"535402","1203563","IMPELLER P77590","(BELL & GOSSETT) O8-S3"
"535403","1203564","SHAFT SLEEVE (BRASS) 185021","(BELL & GOSSETT)     O8-S3"
"535506","1203565","SPEAKER, GS8/85/C","O8-S5"
"535404","1203566","SEAL 186543","KIT (BELL & GOSSETT)      O8-S3"
"532107","1203567","PLUNGE & CAP ASSY. 24862","O4-S5"
"535405","1203568","VITON 2568","FLAPPER: AMF CUNO       O8-S4"
"535406","1203569","VALVE, INJECTION CHECK 2693","VALVE ASSY.      O8-S4"
"535408","1203570","DIATON 3362","O8-S4"
"535409","1203571","PUMP,CHEMICAL L.M.I.A151-391SI","PRECISION PVC/TEFLON 14 GPD @ 100# 001-H00224.88    P9-FL"
"531601","1203572","RAILS #1-2","ACRAIL-QF12-A  FOR QUENCH FURNACE"
"530518","1203573","HANDLE FOR AURORA HOPPER, 73A","TRIP LEVER FOR SELF-DUMPING HOPPER        O3-S7"
"535303","1203574","THERMOCOUPLE","MO.#DR160NSP160000BTU       O7-S3"
"535304","1203575","RAYHEAD ASSY:","RE-VERBER--RAY HEATER    O7-S2"
"535308","1203576","REGULATOR, 325-3 GAS","MAX INLET PRESSURE      O7-S5"
"535310","1203577","FLAME DETECTORS, Y75AA-2","O7-S5"
"535315","1203578","VALVE, GAS VR4205M1308","GAS VALVE COMPLETE     O7-S5"
"702531","1203579","3M CUBITRON II 6 X 60 X 80 GRIT","R2-FL"
"702532","1203580","3M CUBITRON II 6X60","60 GRIT R2-FL"
"702526","1203581","MIGLOW CIRCLE 810","P3-S2"
"530108","1203582","ROUND BAR, 5/8"" X 22"" RA330","TRAY ROD (1.96# EA)      O1-S1"
"530109","1203583","ROUND BAR, 3/4"" RA330","13ft LONG ROD    O1-S1"
"702533","1203584","80486 3M 3/4 X 20 1/2""","60 GRIT R3-FL"
"702535","1203585","10-4110-010 9""DIA. .070X1-1/4""","CUT OFF BLADE      R4-S6"
"816400","1203586","DANGER TAGS 110 QS154","VOLTS EMED CO. INC.  PACKS OF 5 EA.    R7-S1"
"816401","1203587","DANGER TAGS 480 3 X 5 QS159","VOLTS EMED CO. INC.  R7-S1"
"816403","1203588","NFPA-4TG CHEMICAL HAZARD","TAG        R7-S1"
"814312","1203589","DS106 SEALER (DELTA)","FRONT ACTION)      Q3-S1"
"405207","1203590","KEYSTOCK 1& PIECE 7/16""","F8-S5"
"408307","1203591","CASTALLOY T-60","1/8"" SOFT WELD  SECTION      F3-S7"
"408800","1203592","BLUE CHALK FOR CHALKBOARD","LINE BOX 8 OZ. G2-S2"
"405749","1203593","KEY, WOODRUF  3/8""X1 1/4""","F6-S2"
"406000","1203594","DRILL BITS, MISC.",""
"411325","1203595","6"" STAINLESS STEEL","POCKET SCALE  6515        T4-S1"
"411329","1203596","CHANNEL-LOCK 420G 9 1/2""","CHANNEL-LOCK PLIERS T-4"
"418176","1203597","SLEEVE, 1015G20/52 FALK","W/SEAL AND GASKET   J8-S3"
"418178","1203598","RIBBED COUPLING 3""250X34387","COUPLING 3"" DODGE      I9-FL"
"408150","1203599","ARGON REGULATOR AF250","F4-S2"
"416125","1203600","3"" HIGH BULK SIDEWALL","BELTING 1/4"" THICK      H4-S6"
"415127","1203601","4608-0008 MUFFLER 1/2""","H8-S2"
"415128","1203602","4612-0012 MUFFLER 3/4""","H8-S2"
"415129","1203603","4824-1000 MUFFLER 1 1/2"" NPT","(4824-1000)       H8-S2"
"418181","1203604","370HFN41 FALK SIME HYDRAULIC COUPLI","COUPLING HYDRAULIC      J8-FL"
"418182","1203605","80WA11 TORUS COUPLING ELEMENT","INSERT ELEMENT      J8-S3"
"522375","1203606","9107L6171 OIL DISTRIBUTOR","M8-S6"
"421125","1203607","3"" THREADED COUPLING","COUPLING SCH. 40   J3-S7"
"522376","1203608","2013F1121 SHAFT","M4-S4"
"421127","1203609","THREADED CAP #4""","SCH. 40       J3-S4"
"702508","1203610","POLISHING CLOTH 40-7208","R4-S3"
"421130","1203611","ELBOW 3/8"" 45 DEGREE","THREADED SCH. 80       J2-S1"
"421131","1203612","ELBOW 1/2"" 45 DEGREE","THREADED SCH. 80      J2-S1"
"422142","1203613","UNION (BRASS) 62F-5/16""","K1-S5"
"422143","1203614","UNION (BRASS)62F-3/8""","K1-S5"
"422144","1203615","UNION (BRASS) 62F-1/2""","K1-S5"
"422145","1203616","UNION (BRASS) 62F-5/8""","K1-S5"
"518121","1203617","CASE ASSY FOR COLLECT  401-A-","35E      B1-S6"
"518123","1203618","BRAKE DISC 97014","K4-S4"
"518124","1203619","A29B4HHH STATOR,460V","CLASS HHH INS.   K4-S7"
"520608","1203620","1 1/2"" BURNER NOZZLES","K8-S8"
"521629","1203621","UM-1159 ""O"" RING FOR","10"" DOME VALVE DIV PHV   L9-S6"
"522150","1203622","9107L5126 THERMOSTAT","M8-S9"
"522151","1203623","2011F5331 NYLON WASHER","M4-S8"
"522152","1203624","10084988 CUTTING RING","REPLACES 9107L4004                     M8-S9"
"522155","1203625","9103Y2062 RETAINING RING","M7-S6"
"522156","1203626","9107L0811 FITTING","M8-S11"
"522334","1203627","9107L4138 UNION NUT","M8-S9"
"422150","1203628","68F-3/16"" X 1/8"" MALE CONN","CONNECTOR (BRASS)  K1-S5"
"522148","1203629","9105F0194 ""O"" RING","M7-S2"
"302072","1203630","LIMIT SWITCH CO68T10","CLASS 9007 NEU. POS   B2-S1"
"302073","1203631","LEVER ARM  FA-3","CLASS 9007 SQ. D       B1-S4"
"302074","1203632","BASE CT-62","B2-S1"
"302076","1203633","LIMIT SWITCH EP12012701","NAMCO     B2-S1"
"304108","1203634","FUSE FNM-2","C7-S5"
"304109","1203635","FUSE (FNM-2 1/2)","C7-S5"
"304110","1203636","FUSE  FNM-3 2/10","C7-S5"
"304111","1203637","FUSE (FNM-5)","C7-S5"
"303149","1203638","CIRCUIT BREAKER KA36150","SQUARE D  I-LINE    C5-S6"
"303151","1203639","CIRCUIT BREAKER KA36125","(125 AMP I-LINE)    C5-S5"
"303152","1203640","LUG KIT AL400LA","C5-S4"
"303154","1203641","CIRCUIT BREAKERS JDA36225","SQ. D. I-LINE 225 BREAKER C5-S6"
"303155","1203642","CIRCUIT FA26030BC","BREAKERS (30 AMP I-L&L      C5-S5"
"302077","1203643","GO SWITCH 11-11122-F2","350 DEG. HIGH TEMP. WITH 36"" LEADS      B2-S3"
"302078","1203644","SPEED SWITCH 808-J1 SER.F","B3-S3"
"302100","1203645","SWITCH, SAFETY #CHDH361FGK","FUSIBLE  B2-S7"
"302103","1203646","SWITCH, SAFETY DH-362FGK-60A","B2-S7"
"302104","1203647","SWITCH, SAFETY 4105-H2331","30-AMP         B2-S7"
"302105","1203648","SWITCH, SAFETY 4105H3331","SWITCH - NON FUSIBLE    C4-FL"
"302301","1203649","FRONT DECK ASSY. 700-NA00","700-C2 SER. B (4 POLE ) C2-S5"
"302042","1203650","LIMIT SWITCH LSZ1H","OPERATING HEAD       B1-S2"
"302043","1203651","LIMIT SWITCH LSZ1M","OPERATING HEAD       B1-S2"
"302044","1203652","LIMIT SWITCH LSZ1N","OPERATING HEAD     B1-S4"
"302045","1203653","LIMIT SWITCH ARM LSZ51B","B1-S4"
"302046","1203654","LIMIT SWITCH ARM LSZ52C","B1-S4"
"302047","1203655","LIMIT SWITCH ARM LSZ54R","B1-S4"
"302048","1203656","LIMIT SWITCH LSZ7D6B","B2-S2"
"302049","1203657","LIMIT SWITCH LSZ7H1A","B2-S2"
"302050","1203658","LIMIT SWITCH LSZ7M6D","B1-S1"
"302051","1203659","LIMIT SWITCH LSZ7N6B","B1-S1"
"303200","1203660","CONTACTS   N.O.  E22B2","CUTLER HAMMER SERIES A-1      C6-S7"
"303448","1203661","SELECTOR SWITCH E22VL10","C-H 3 POS SPRING RET.L&R       C7-S4"
"303449","1203662","SELECTOR SWITCH E22VJ10","C-H 3 POS. SPRING RET. L.   C7-S3"
"303450","1203663","SELECTOR SWITCH C-H 3 POS.","SPRING RET.R. CHM22WRK31K20      C7-S3"
"303451","1203664","SELECTOR SWITCH E22HD3","C-H 3 POS. SPRING CENTER       C7-S4"
"303205","1203665","PUSH-PULL-OPERATOR 800T-FX6A4","800T-FX6A5     C6-S1"
"303206","1203666","LENS,AMBER CAP  800T-N26A","C6-S8"
"303207","1203667","LENS,  BLUE CAP  800T-N26B","C6-S8"
"303208","1203668","LENS,  RED CAP  800T-N26R","C6-S9"
"303209","1203669","PILOT LIGHT 800T-N26R","(BULB G-E-755)    C6-S9"
"303210","1203670","TRANSFORMER 800T-P16","PILOT LIGHT     C6-S1"
"303211","1203671","LENS, RED 800T-PS16R","MIN. PILOT LIGHT  C5-S2"
"303801","1203672","CONTACT BLOCK (9001KA-1)","C6-S1"
"303802","1203673","CONTACT BLOCK 9001KA-2","C6-S1"
"303803","1203674","CONTACT BLOCK 9001KA-3","C6-S1"
"303216","1203675","SELECTOR SWITCH 800T-H2","C6-S7"
"303220","1203676","RED CAP LENS 800T-N122R","C6-S9"
"303221","1203677","GREEN CAP LENS 800T-N122G","C6-S8"
"303222","1203678","LENS,  AMBER CAP  800T-N122A","C6-S8"
"303812","1203679","LEDGER PLATE (START)","C6-S10"
"303813","1203680","LEDGER PLATE (STOP)","(9001KN-202)    C6-S10"
"304100","1203681","FUSE AGC-1","C7-S5"
"303339","1203682","AMBER (BLANK) E30KG30","C6-S8"
"408193","1203683","THREE FLINT LIGHTER 4501","F4-S5"
"408195","1203684","LENS SHADE 5(SMALL) 53-H","F4-S5"
"408424","1203685","HOSE CLAMP GS-4","F2-S4"
"408197","1203686","LENS, WELDING  CLEAR  #SP-35","4.5 X 5.25      F4-S5"
"408425","1203687","HOSE CLAMP GS-6","F2-S4"
"408199","1203688","LENS SPRINGS FOR 56","WELDING GOGGLES      F4-S5"
"408201","1203689","OXYGEN NUT #7","F4-S7"
"408426","1203690","HOSE CLAMP NO 8","IDC 5708      F2-S4"
"302928","1203691","HEATER ELEMENT, CHFH40","WESTINGHOUSE     C4-S2"
"302929","1203692","HEATER ELEMENT, CHFH43","WESTINGHOUSE   C4-S2"
"302931","1203693","HEATER ELEMENT #FH49","WESTINGHOUSE    C4-S2"
"302932","1203694","HEATER ELEMENT FH41","WESTINGHOUSE     C4-S2"
"303396","1203695","ADAPTER 10250ED1","C6-S7"
"303397","1203696","GREEN BUTTON E30KE330","(START)       C6-S8"
"303398","1203697","LENS, GREEN 10250TC22","C6-S8"
"303601","1203698","LENS, BLUE(CR103-HAX02B)","C6-S9"
"303602","1203699","LENS, GREEN (CR103-HAX02G)","C6-S9"
"303603","1203700","LENS, RED (CR103-HAX02R)","C6-S9"
"302325","1203701","RELAY R10-E1-W4 V700","24 VOLT DC #7423     C2-S6"
"303806","1203702","SELECTOR SWITCH 9001-KS-11BH1","(3 WAY--    C6-S1"
"303807","1203703","SELECTOR SWITCH 9001KS-43","WAY     C6-S1"
"303808","1203704","SELECTOR SWITCH","(AUTO-OFF-HAND)     C7-S3"
"601119","1203705","BUSHING, 9/16"" X 7/8"" X 1"" LG.","DRILL BUSHING, TYPE P       P7-S3"
"601120","1203706","BEARING, EP2428-24 SINTERED","BRONZE BEARING       P7-S3"
"538432","1203707","VALVE, 2"" GLOBE (125 LBS)","P8-S7"
"538841","1203708","VALVE, 1/2"" GAS STOP","P8-S8"
"538842","1203709","VALVE, 3/4"" GAS STOP","P8-S8"
"515604","1203710","SPRING 61B-02-F09-HP","K2-S1"
"515701","1203711","HEAT EXHANGER, CS12483.6-FP","EXCHANGER AMERICAN STD.  W25-FL"
"522288","1203712","2019A4071 SHIM PLATES","M5-S9"
"812202","1203713","SHELL TELLUS PLUS 46 HYDRAULIC OIL","(55 GAL. DRUM) 42064       OIL ROOM"
"524217","1203714","DISCHARGE PORT","#KM30-60-.37-.125       N8-S7"
"524223","1203715","VALVE, K-23-07-04-S 1/4"" SS 3","WAY         N8-S8"
"524224","1203716","161075 #3 MALE PIN LONG STYLE","HEAD STEEL PIN (S3F-3LP)      N8-S8"
"522570","1203717","HEATER ELEMENT","240-480 VOLT ATS5002        M2-S1"
"522252","1203718","9107L1217 FITTING","M8-S10"
"422135","1203719","61F-3/8"" NUT (BRASS)","K1-S4"
"422136","1203720","61F-1/2"" NUT (BRASS)","K1-S4"
"422137","1203721","61F-5/8"" NUT (BRASS)","K1-S4"
"522253","1203722","2040R1111 REPAIR KIT","M6-S9"
"522254","1203723","2063R1011 REPAIR KIT","M7-S6"
"422138","1203724","61F-3/4"" NUT (BRASS)","K1-S4"
"521357","1203725","009-292 ADJUSTABLE","THREADED PIPE ANGLE       K9-S6"
"522255","1203726","9107N2001 GREASE FITTING","M8-S5"
"522425","1203727","CPU, F1-130AA","M3-S4"
"522426","1203728","2050H2200 HOSE ASSY.","W76-T"
"522427","1203729","2050H2210 HOSE ASSY.","W76-T"
"521370","1203730","MIXING BLADE 010-415","L8-S7"
"521371","1203731","SEALING FLANGE (011-655)","K9-S8"
"521372","1203732","PROXIMITY SWITCH #MP QM/32/5","REED SWITCH WITH 5M CABLE AND MOUNTING BRACKETS MPQM/31/160/22"
"521373","1203733","PAD #08810","K9-S8"
"521374","1203734","DUST PROTECTOR","COMPLETE (012-130)   L6-FL"
"522263","1203735","10083063 ""O"" RING","REPLACES 9105F0157  M7-S2"
"522264","1203736","2040H0031 BUSHING","M6-S5"
"522265","1203737","9105F0156 ""O"" RING","M7-S2"
"522266","1203738","2011B1341 HALF RING","M4-S7"
"522267","1203739","2040R7720 HOSE KIT","2040A3311 IS OLD NUMBER   M6-S10"
"521375","1203740","TIRE (012131)","L10-S5"
"522146","1203741","9103Y2063 LOCKING RING","M7-S6"
"527122","1203742","GASKET, 0128100318","SAIMU250 HYD. MOTOR       N2-S1"
"527123","1203743","SPICER SHORT 906224-1","COUPLED ASSY.       N3-S7"
"522179","1203744","9105F0054 ""O"" RING","M7-S4"
"522180","1203745","9105F0387 ""O"" RING","M7-S1"
"527136","1203746","GEAR, RR/750S-50","BOX 5.2:1 W/M2 MOTOR MOUNT (WITH 00413832) W4-B2"
"521390","1203747","D291272123 SPACER RING","K9-S8"
"522191","1203748","MOTOR, ELECTRIC 460","VOLT (DISA)      W2-B1"
"533502","1203749","BURNER/TUBE, BIC100TRB-03570E","B050109 FOR: #5 & #7 FURNACE  {84033118}WITH 74922635"
"521391","1203750","SPACER RINGS (011-665)","K9-S9"
"814300","1203751","BANDING CUTTER C505","Q3-S4"
"521392","1203752","03591 BEARING BUSHING","K8-S8"
"521393","1203753","WALL SCRAPERD 29-152-617-99","SCRAPER REINFORCED   K9-FL"
"521394","1203754","WALL-BOTTOM D22-151615-99","BOTTOM SCRAPER       K9-FL"
"521395","1203755","D29124113","SET-BOTTOM LINER FOR MULLER    W-97"
"521396","1203756","D29115121 WEAR COVER","W-97"
"521397","1203757","SEAL 011656","K9-S9"
"521399","1203758","D29124-340 PAN","WALL LINER SET       W97-T"
"810204","1203759","PACKING LIST FORMS","#21288  250 PER PK     S1-S2"
"522504","1203760","CONVEYOR ROLLER 35""","B.F. X 2 9/16""      W-77"
"522506","1203761","2023C5651 BUSHING","M5-S2"
"522305","1203762","9103W0022 NUT","M7-S6"
"522566","1203763","2023C5131 FILLER BLOCK","M5-S2"
"523111","1203764","VALVE, BALL 3-WAY SS 3/8""","WHITEY SS-44XF6 (MUST BE ABLE TO LOCK OUT)  L5-S3"
"408563","1203765","GAUGE 100PSI 1/4"" BOTTOM","F1-S9"
"308401","1203766","WIRE, TYPE W #1C-2","E2-S9"
"304609","1203767","FUSE BLOCK 30","AMP 250 VOLTS      D9-S2"
"304610","1203768","FUSE HOLDER 30 AMP 60303 H&K","C6-S2"
"304612","1203769","FUSE BLOCK  30AMP  3929","C6-S2"
"306188","1203770","MOTOR, 200 HP 1785 RPM 445","405T FRAME 460 VOLT 3 PHASE       W3"
"306189","1203771","VIBRATOR * BL30-16/2","1 1/4HP ELE. MOTOR     W3-B4"
"306190","1203772","MOTOR, 3 HP BRAKE 1725 RPM","182TC 480V 3 PHASE     W3-B2"
"306626","1203773","CAPACITORS (1/4"" X 5/8"")","5/8"") 10MFD 50. V      D5-S1"
"309143","1203774","CONDUIT LR 3/4""","E5-S6"
"308602","1203775","CABLE #8232 TRIAXIAL","E3-S4"
"308800","1203776","D-LUGS (MIN. 14 D-70","GA. MAX. 4 STR.) E3-S2"
"308801","1203777","D-LUGS CAT. D-10 MAX","1/0 MIN 4 STR.     E3-S2"
"302639","1203778","CONTACT KIT 6-34-2 (CH)","(3 POLE SIZE 2)   C3-S1"
"302890","1203779","OVERLOAD HEATER, N-46","C4-S4"
"302891","1203780","OVERLOAD HEATERS H-1115","C4-S3"
"302892","1203781","OVERLOAD HEATERS B1.30","C4-S5"
"304107","1203782","FUSE  (FNM-1) 6/10","BUSSMAN      C7-S5"
"302371","1203783","RELAY P-B  PRD11AYO-120","POTTER BRUMFIELD 120 VOLT    C2-S5"
"302375","1203784","RELAY 28Y20A RH2B-UL 8  PIN","AC 110-120     C2-S4"
"202208","1203785","TUBE PYROMATION PROTECTION","7-75-30-H-K            V1"
"202120","1203786","SHAFT FLEXIBLE   H-3(FOR","ROTO-BINDICATOR     B6-S5"
"202121","1203787","PADDLE  H-371  (FOR ROTO","BINDICATOR)    B6-S4"
"202232","1203788","THERMOCOUPLE JP31031520483","B7-S8"
"204859","1203789","TIMER OMRON H3CA-A","B3-S3"
"530909","1203790","FAN, BI-20","O6-FL"
"521325","1203791","KEY (28X16X130) (001492)","K9-S6"
"521326","1203792","ADJUSTING ELBOW","CONN. (001761)      K9-S6"
"531105","1203793","DVDT CIRCUIT, 2099000","BOARD  HDR  SECTION    O4-S3"
"521327","1203794","00273 HEX HEAD","BOLT M16X40MU        K9-S3"
"521328","1203795","REDUCER FITTINGS","(002-828)       K9-S3"
"521329","1203796","HIGH PRESSURE","HOSE-IBE8-LX500 (002-829)       K9-S3"
"531107","1203797","SCR, 6722114","PF3-480-225-CL      O4-S3"
"530104","1203798","CONNECTOR, STRAIGHT SPARK PLUG","PLUG CONNECTOR       O1-S3"
"530105","1203799","IGNITION, RAJAH AEBF","TERMINALS 90 DEGREE         O1-S3"
"522237","1203800","9107L1205 FITTING","M8-S10"
"530106","1203801","WELDING RODS, SS 330E15614A","5/32 (FOR QUENCH FURNACES)    O1-S1"
"521334","1203802","CLEVIS (004-988)","K9-S3"
"521335","1203803","ROUND LOCK NUT","M80X2 (005033)      K9-S3"
"415131","1203804","M440-A SUBPLATE ASSEMBLY","H8-S3"
"418185","1203805","L100-1.125X1.125 COUPLING","LOVE JOY       J8-S4"
"418186","1203806","INSERT, NEOPRENE, M370N6","370 MAGNALOY       J8-S4"
"418187","1203807","528 X 01080 COUPLING HUB","MODEL 300 MAGNALOY NOBORE      J8-S4"
"415134","1203808","VALVE, MANUAL AIR 1/4"" NPT","823-H           H8-S8"
"418189","1203809","K18912 2 1/2"" RIGID HUB","KOP-FLEX      J9-S4"
"415137","1203810","M430-AO SUBPLATE ASSEMBLY","M-430-A0      H8-S3"
"415138","1203811","VSL-4312 FOUR WAY VALVE","WAY VALVE SPRING RETURN      H8-S3"
"411666","1203812","RUBBER BUMPER 9001-203","G4-S9"
"418313","1203813","ROLLER CHAIN, 80 RIV","J7-S3"
"419118","1203814","BRAKE PAD 5-66-8452-00","J5-S6"
"415214","1203815","TX T/S-3L LUBRICATOR 1""","AUTOMATIC OILER      H8-S4"
"415215","1203816","PS512SB VALVE ASSY","VALVE ASSY. (3530 8001)      H8-S7"
"415216","1203817","BOWL ASSY. (C4SF)","(02762896)   H8-S7"
"411677","1203818","LOCK SPRING 9RB-207","G4-S9"
"414594","1203819","HY02533USKV PISTON SEAL KIT","KIT FOR AIR DRO CYLINDER    H9-S4"
"415105","1203820","VALVE, #F35BK FLOW CONTROL","3/4"" PNEUMATIC      H8-S1"
"415236","1203821","LUBRICATOR, 1"" AIR LINE","AL50-N10-3Z (02006294)      H8-S4"
"419121","1203822","138A1174 P1 SPRING STRIP","FOR PIVOT ARM G.E.BRAKE       J5-S7"
"414530","1203823","ROD CLEVIS AND BRACKET (SET)","BDC10 ROD CLEVIS R433012604 AND R433012641 CLEVIS BRACKET"
"418304","1203824","100 ROLLER CHAIN","(MORSE) 1 1/4"" PITCH       J8-S9"
"411563","1203825","BAR, WRECKING","GOOSENECK (36"")   ON FENCE"
"411564","1203826","HEX DRIVER FOR MODEL","991DI VIBRATOR      G4-S6"
"302302","1203827","RELAY 700-PL600-A1 6 POLE","ALLEN BRADLEY C2-S1"
"304192","1203828","FUSE (FRN-R200) 250","VOLT CLASS RK-5       C8-S1"
"302002","1203829","LIMIT SWITCH XCKJ-59-70H7","SWITCH ASSY.      B1-S3"
"304193","1203830","FUSE (300 AMP TYPE)","SM-5 14.400 VOLT      C9-S7"
"302005","1203831","LIMIT SWITCH TYPE L E50AR1","SWITCH TYPE L      B2-S8"
"302006","1203832","OPERATING HEAD E50DR1","(5 DEG. PRE TRAVEL B2-S10"
"302007","1203833","LIMIT SWITCH, CHE50DS3","B2-S10"
"102100","1203834","CANICA CJCA-17CD NEOX","X 8FT. SHEETS AFF48220"
"304194","1203835","FUSE (400 AMP TYPE)","SM5--14.400 VOLT)     C9-S7"
"103100","1203836","BLOWBAR H4 RC14","FILM-2000 SQ. FT."
"105100","1203837","BBAR 792 U400","CRUSHED ROCKS"
"302012","1203838","LIMIT SWITCH 10316H5875C","PLUG-IN(TYPE LP      B2-S10"
"304195","1203839","FUSE  FNA 8/10","C7-S6"
"304196","1203840","FUSE (TYPE KAC-30)","AMP 600 VOLT)    C7-S7"
"304235","1203841","FUSE 4R SIZE D","(9F603JD504)     C9-S6"
"304226","1203842","FUSE GDA 2A","C7-S5"
"304227","1203843","FUSE (GMA 1/2)","C8-S7"
"304201","1203844","FUSE AGC-1/4 AMP","BUSSMAN   C7-S5"
"304202","1203845","FUSE (30 AMP FRN)","250 VOLT     C7-S6"
"302880","1203846","OVERLOAD HEATERS H-1050","C4-S3"
"302674","1203847","CONTACTS 2090SPF10","C3-S1"
"302675","1203848","CONTACTS 2090SPF-01","C3-S1"
"304245","1203849","FUSE 125 VOLT  GFA 5","C8-S7"
"304246","1203850","FUSE, A070F300IL  R200732CF00","PF3-480-225-CL    A70P300-4TA       C9-S10"
"304247","1203851","FUSE KTKR-30","BUSSMAN  KTK-R-30     C8-S6"
"302881","1203852","OVERLOAD HEATERS H-1066","C4-S3"
"304249","1203853","FUSE HOLDER, POWER VOLT 400AMP","86192R2 14400 SM-5     C9-S2"
"304250","1203854","FUSE GOULD  ATM 30","C7-S6"
"304251","1203855","FUSE  KTK-R-20BUSS","C8-S6"
"302508","1203856","CARD IC693MDL930C OUTPUT RELAY","8PT. ISOLATED G.E. FANUC       T9-S2"
"202507","1203857","THERMOCOUPLE WIRE 305-00105","TYPE S    B7-TOP"
"202510","1203858","THERMOMETER DIGITAL PANEL M891","THERMOMETER DEG F      B7-S6"
"302510","1203859","CARD,IC693MDL645C 24VDC POS/NG","LOG INPUT G.E. FANUC 16PT       T9-S2"
"302511","1203860","CARD,IC693ALG391CANALOG OUTPUT","CURRENT G.E.FANUC 2 PT.       T9-S2"
"302512","1203861","CARD,HE693THM884 THERMOCOUPLE","INPUT MODULE SERIES 90 GE  (914182)       T1-S1"
"302513","1203862","CARD, IC693CPU360 CPU","G.E. SERIES 90-30 (341 SERIES OBSOLETE)      T9-S2"
"302845","1203863","OVERLOAD HEATERS B25.0","SQUARE D   C4-S1"
"302846","1203864","OVERLOAD HEATERS B28.0","C4-S1"
"302847","1203865","OVERLOAD HEATERS B32.0","SQUARE D     C4-S5"
"302848","1203866","OVERLOAD HEATERS B36.0","SQUARE D     C4-S5"
"302602","1203867","CONTACT KIT, CH6-22-2","3 POLE, SIZE ""0""      C3-S1"
"302687","1203868","CONTACTS N.C.  5M57","C3-S4"
"302688","1203869","CONTACTOR,REVERSING LC2D0901G6","3PH.              C3-S6"
"302307","1203870","RELAY, 215-0003 (ZENAR)","230V AC 30A / {2PDT}   C2-S4"
"302312","1203871","RELAY  ELECTROM  8-485","ECHANICAL     C2-S3"
"302313","1203872","POTTER BRUMFIELD R SSRT-120D10","SOLID STATE SSRT-120D10     C2-S3"
"302697","1203873","CONTACT FOR 3.5 STARTER 75CF14","C3-S3"
"309018","1203874","UNISTRUT CLAMP 1 1/2""","E4-S3"
"309019","1203875","UNISTRUT CLAMP 1 1/4""","E4-S6"
"309020","1203876","UNISTRUT CLAMP 1""","E4-S6"
"306181","1203877","MOTOR, 7 1/2 HP-1700 RPM-213","FRAME-208/440 VOLT      W5-B3"
"306186","1203878","MOTOR, 1/3 HP-1750 RPM-K56C","FRAME-115 VOLT D.C.   W3-B3"
"306916","1203879","TRANSFORMER 20991908","20VA PRI-230/460V (REPLACES 2097177)     D4-S5"
"306907","1203880","TRANSFORMER 150KVA 223-002-391","TRANSFORMER 150 KVA     W14-FL"
"306908","1203881","75VA TRANS. PRI-480","V SEC.-110 V      D4-S1"
"309309","1203882","JIC 12"" X 10"" X 5""","BOX HINGE  TYPE        E9-S5"
"309310","1203883","JIC 5"" X 10"" X 12""","BOX HINGE TYPE     E9-S3"
"309311","1203884","JIC BOX 10"" X 10"" X 6""","E9-S4"
"307145","1203885","COIL 120V.FOR SIZE 73A86","3 ALLEN BRADLEY STARTER     E1-S1"
"308874","1203886","LUG 4/0 LONG BARREL CRIMP","2 HOLE PURPLE CRIMP NICKEL PLATED LUG 650C TEMP   E4-S4"
